AT1G01210
AT1G19600
AT1G19690
AT1G19700
AT1G19715
AT1G19880
AT1G19920
AT1G19940
AT1G20030
AT1G20110
AT1G20160
AT1G20220
AT1G20380
AT1G20390
AT1G20550
AT1G20620
AT1G20650
AT1G20700
AT1G20850
AT1G20920
AT1G20930
AT1G20960
AT1G21050
AT1G21410
AT1G21440
AT1G21450
AT1G21480
AT1G21590
AT1G21710
AT1G21760
AT1G21770
AT1G21780
AT1G22050
AT1G22610
AT1G22650
AT1G22710
AT1G22830
AT1G22885
AT1G22920
AT1G22970
AT1G22985
AT1G23040
AT1G23260
AT1G23340
AT1G23380
AT1G23470
AT1G23530
AT1G23550
AT1G23560
AT1G23730
AT1G23800
AT1G24030
AT1G24100
AT1G24330
AT1G24440
AT1G24600
AT1G24610
AT1G24764
AT1G25275
AT1G25320
AT1G25360
AT1G25370
AT1G25500
AT1G26170
AT1G26300
AT1G26330
AT1G26370
AT1G26450
AT1G26460
AT1G26570
AT1G26620
AT1G26730
AT1G26740
AT1G26800
AT1G26820
AT1G26840
AT1G26910
AT1G27030
AT1G27070
AT1G27170
AT1G27180
AT1G27340
AT1G27380
AT1G27440
AT1G27530
AT1G27690
AT1G27880
AT1G27900
AT1G27920
AT1G28060
AT1G28110
AT1G28260
AT1G28420
AT1G28470
AT1G28510
AT1G28520
AT1G28570
AT1G29050
AT1G29060
AT1G29160
AT1G29200
AT1G29230
AT1G29310
AT1G29520
AT1G29550
AT1G29590
AT1G29880
AT1G29900
AT1G29940
AT1G29950
AT1G30040
AT1G30290
AT1G30440
AT1G30460
AT1G30490
AT1G30515
AT1G30630
AT1G30760
AT1G30810
AT1G30840
AT1G31050
AT1G31180
AT1G31190
AT1G31230
AT1G31290
AT1G31320
AT1G31335
AT1G31650
AT1G31710
AT1G31760
AT1G31770
AT1G31812
AT1G31870
AT1G31880
AT1G31940
AT1G32100
AT1G32210
AT1G32440
AT1G32450
AT1G32740
AT1G32920
AT1G33040
AT1G33050
AT1G33080
AT1G33340
AT1G33390
AT1G33480
AT1G33700
AT1G34010
AT1G34065
AT1G34160
AT1G34270
AT1G34350
AT1G35140
AT1G35320
AT1G35460
AT1G35780
AT1G36310
AT1G42540
AT1G42970
AT1G43000
AT1G43040
AT1G43790
AT1G43860
AT1G43910
AT1G44100
AT1G44110
AT1G44780
AT1G44800
AT1G44835
AT1G45050
AT1G45180
AT1G45332
AT1G45474
AT1G47200
AT1G47410
AT1G47490
AT1G47500
AT1G47720
AT1G48230
AT1G48240
AT1G48280
AT1G48430
AT1G48610
AT1G48650
AT1G48690
AT1G48750
AT1G48760
AT1G48840
AT1G48950
AT1G49320
AT1G49470
AT1G49540
AT1G49560
AT1G49630
AT1G49760
AT1G49880
AT1G49890
AT1G50010
AT1G50140
AT1G50490
AT1G50560
AT1G50570
AT1G50590
AT1G50600
AT1G50920
AT1G51060
AT1G51170
AT1G51450
AT1G51510
AT1G51540
AT1G51550
AT1G51730
AT1G52160
AT1G52190
AT1G52560
AT1G52700
AT1G52740
AT1G53000
AT1G53030
AT1G53035
AT1G53110
AT1G53140
AT1G53200
AT1G53290
AT1G53720
AT1G54160
AT1G54330
AT1G54340
AT1G54380
AT1G54440
AT1G54610
AT1G54790
AT1G54990
AT1G55130
AT1G55190
AT1G55265
AT1G55270
AT1G55580
AT1G55610
AT1G55740
AT1G55760
AT1G55805
AT1G55810
AT1G55910
AT1G55960
AT1G56050
AT1G56110
AT1G56290
AT1G56330
AT1G56350
AT1G56560
AT1G56600
AT1G56720
AT1G57620
AT1G57870
AT1G57990
AT1G58070
AT1G58340
AT1G58370
AT1G59640
AT1G59730
AT1G59760
AT1G59830
AT1G59840
AT1G59990
AT1G60030
AT1G60080
AT1G60270
AT1G60470
AT1G60680
AT1G60710
AT1G60810
AT1G60850
AT1G60950
AT1G61040
AT1G61065
AT1G61180
AT1G61190
AT1G61280
AT1G61290
AT1G61310
AT1G61870
AT1G61930
AT1G61990
AT1G62045
AT1G62050
AT1G62085
AT1G62320
AT1G62380
AT1G62430
AT1G62700
AT1G62820
AT1G62830
AT1G62840
AT1G62990
AT1G63050
AT1G63120
AT1G63130
AT1G63160
AT1G63310
AT1G63420
AT1G63430
AT1G63470
AT1G63520
AT1G63640
AT1G63810
AT1G63820
AT1G63850
AT1G63900
AT1G63980
AT1G64105
AT1G64180
AT1G64185
AT1G64590
AT1G64630
AT1G64660
AT1G64700
AT1G64720
AT1G64740
AT1G64790
AT1G64880
AT1G65000
AT1G65370
AT1G65700
AT1G66070
AT1G66530
AT1G66690
AT1G66700
AT1G66810
AT1G66820
AT1G66890
AT1G67080
AT1G67110
AT1G67250
AT1G67420
AT1G67490
AT1G67700
AT1G67720
AT1G67870
AT1G67910
AT1G68000
AT1G68010
AT1G68200
AT1G68230
AT1G68360
AT1G68430
AT1G68470
AT1G68500
AT1G68540
AT1G68585
AT1G68620
AT1G68660
AT1G68720
AT1G68790
AT1G68880
AT1G68990
AT1G69020
AT1G69080
AT1G69370
AT1G69410
AT1G69580
AT1G69620
AT1G69670
AT1G69680
AT1G69700
AT1G69770
AT1G69850
AT1G69890
AT1G70210
AT1G70470
AT1G70500
AT1G70550
AT1G70670
AT1G70690
AT1G70750
AT1G70810
AT1G70980
AT1G71040
AT1G71692
AT1G71695
AT1G71720
AT1G71830
AT1G71850
AT1G71930
AT1G72060
AT1G72070
AT1G72090
AT1G72180
AT1G72200
AT1G72320
AT1G72340
AT1G72360
AT1G72390
AT1G72480
AT1G72730
AT1G72810
AT1G72830
AT1G72990
AT1G73010
AT1G73110
AT1G73320
AT1G73330
AT1G73370
AT1G73390
AT1G73410
AT1G73450
AT1G73460
AT1G73590
AT1G73630
AT1G73640
AT1G73655
AT1G73660
AT1G73750
AT1G73850
AT1G73930
AT1G73940
AT1G74040
AT1G74055
AT1G74090
AT1G74100
AT1G74260
AT1G74400
AT1G74430
AT1G74690
AT1G74720
AT1G74770
AT1G75020
AT1G75090
AT1G75170
AT1G75290
AT1G75390
AT1G75410
AT1G75520
AT1G75550
AT1G75560
AT1G75640
AT1G75670
AT1G75720
AT1G75730
AT1G75820
AT1G75840
AT1G75980
AT1G75990
AT1G76020
AT1G76040
AT1G76170
AT1G76220
AT1G76230
AT1G76250
AT1G76270
AT1G76300
AT1G76310
AT1G76400
AT1G76410
AT1G76460
AT1G76800
AT1G76970
AT1G76990
AT1G77280
AT1G77380
AT1G77550
AT1G77580
AT1G77720
AT1G77770
AT1G77840
AT1G78090
AT1G78110
AT1G78120
AT1G78130
AT1G78270
AT1G78290
AT1G78320
AT1G78420
AT1G78430
AT1G78580
AT1G78770
AT1G78780
AT1G78810
AT1G78960
AT1G79030
AT1G79110
AT1G79180
AT1G79380
AT1G79420
AT1G79430
AT1G79470
AT1G79500
AT1G79540
AT1G79560
AT1G79620
AT1G79630
AT1G80050
AT1G80070
AT1G80245
AT1G80270
AT1G80280
AT1G80350
AT1G80370
AT1G80620
AT1G80630
AT1G80680
AT1G80760
AT1G80790
AT1G80820
AT1G80850
AT1G80930
AT1G80940
AT2G01070
AT2G01120
AT2G01190
AT2G01270
AT2G01910
AT2G01950
AT2G02040
AT2G02100
AT2G02120
AT2G02540
AT2G02560
AT2G02800
AT2G02810
AT2G02850
AT2G03090
AT2G03130
AT2G03150
AT2G03200
AT2G03350
AT2G03450
AT2G03500
AT2G04230
AT2G04280
AT2G04350
AT2G04550
AT2G04630
AT2G04660
AT2G04795
AT2G04845
AT2G04850
AT2G04890
AT2G05210
AT2G05320
AT2G05380
AT2G05520
AT2G06210
AT2G06990
AT2G07340
AT2G07773
AT2G07687
AT2G07695
AT2G07696
AT2G07708
AT2G07711
AT2G07718
AT2G07723
AT2G07725
AT2G07731
AT2G07680
AT2G11890
AT2G11910
AT2G13290
AT2G13540
AT2G13600
AT2G13690
AT2G14750
AT2G14910
AT2G15310
AT2G15320
AT2G15440
AT2G15570
AT2G15680
AT2G15690
AT2G15760
AT2G15790
AT2G16005
AT2G16430
AT2G16440
AT2G16710
AT2G16720
AT2G16740
AT2G16890
AT2G16970
AT2G16990
AT2G17020
AT2G17080
AT2G17250
AT2G17260
AT2G17560
AT2G17620
AT2G17710
AT2G17730
AT2G17820
AT2G17940
AT2G17970
AT2G18170
AT2G18220
AT2G18245
AT2G18330
AT2G18380
AT2G18400
AT2G18720
AT2G18780
AT2G18800
AT2G18915
AT2G19110
AT2G19780
AT2G20340
AT2G20410
AT2G20500
AT2G20515
AT2G20530
AT2G20560
AT2G20650
AT2G20710
AT2G21030
AT2G21060
AT2G21090
AT2G21160
AT2G21180
AT2G21290
AT2G21300
AT2G21370
AT2G21440
AT2G21560
AT2G21860
AT2G21960
AT2G21970
AT2G22080
AT2G22100
AT2G22120
AT2G22330
AT2G22400
AT2G22530
AT2G22620
AT2G22660
AT2G22800
AT2G22840
AT2G22990
AT2G23030
AT2G23350
AT2G23380
AT2G23600
AT2G23760
AT2G23950
AT2G24040
AT2G24050
AT2G24130
AT2G24230
AT2G24240
AT2G24330
AT2G24570
AT2G24630
AT2G24830
AT2G24960
AT2G24990
AT2G25060
AT2G25270
AT2G25280
AT2G25660
AT2G25670
AT2G25680
AT2G25730
AT2G25760
AT2G25790
AT2G25830
AT2G25840
AT2G25870
AT2G25880
AT2G25940
AT2G26150
AT2G26200
AT2G26250
AT2G26290
AT2G26460
AT2G26670
AT2G26690
AT2G26700
AT2G26730
AT2G26760
AT2G26780
AT2G26800
AT2G26810
AT2G26930
AT2G27030
AT2G27130
AT2G27140
AT2G27330
AT2G27550
AT2G27580
AT2G27740
AT2G27920
AT2G27950
AT2G27960
AT2G27970
AT2G27980
AT2G28110
AT2G28200
AT2G28240
AT2G28250
AT2G28305
AT2G28450
AT2G28600
AT2G28760
AT2G28780
AT2G28810
AT2G28930
AT2G28950
AT2G29050
AT2G29130
AT2G29210
AT2G29410
AT2G29540
AT2G29680
AT2G29690
AT2G29720
AT2G29760
AT2G29890
AT2G29980
AT2G30010
AT2G30080
AT2G30110
AT2G30150
AT2G30160
AT2G30200
AT2G30470
AT2G30490
AT2G31085
AT2G31090
AT2G31110
AT2G31130
AT2G31200
AT2G31240
AT2G31270
AT2G31570
AT2G31725
AT2G31740
AT2G31790
AT2G31820
AT2G31870
AT2G31980
AT2G32010
AT2G32070
AT2G32100
AT2G32120
AT2G32140
AT2G32280
AT2G32510
AT2G32720
AT2G32800
AT2G32810
AT2G32910
AT2G32990
AT2G33210
AT2G33290
AT2G33390
AT2G33560
AT2G33570
AT2G33680
AT2G33730
AT2G34040
AT2G34060
AT2G34150
AT2G34460
AT2G34510
AT2G34640
AT2G34690
AT2G34710
AT2G34780
AT2G34790
AT2G34850
AT2G35030
AT2G35040
AT2G35110
AT2G35160
AT2G35170
AT2G35190
AT2G35210
AT2G35290
AT2G35585
AT2G35605
AT2G35635
AT2G35660
AT2G35760
AT2G35795
AT2G35860
AT2G35940
AT2G35980
AT2G36120
AT2G36200
AT2G36230
AT2G36240
AT2G36330
AT2G36400
AT2G36470
AT2G36480
AT2G36930
AT2G37020
AT2G37090
AT2G37210
AT2G37300
AT2G37400
AT2G37460
AT2G37540
AT2G37560
AT2G37585
AT2G37590
AT2G37630
AT2G37750
AT2G37760
AT2G37790
AT2G37870
AT2G37880
AT2G37890
AT2G37950
AT2G37990
AT2G38060
AT2G38080
AT2G38090
AT2G38180
AT2G38320
AT2G38330
AT2G38340
AT2G38370
AT2G38480
AT2G38530
AT2G38550
AT2G38600
AT2G38620
AT2G38640
AT2G38810
AT2G38820
AT2G38840
AT2G39080
AT2G39260
AT2G39290
AT2G39370
AT2G39510
AT2G39570
AT2G39710
AT2G39780
AT2G39795
AT2G39830
AT2G39870
AT2G39890
AT2G39910
AT2G40010
AT2G40070
AT2G40080
AT2G40090
AT2G40120
AT2G40150
AT2G40290
AT2G40360
AT2G40460
AT2G40570
AT2G40650
AT2G40660
AT2G40900
AT2G41140
AT2G41200
AT2G41210
AT2G41230
AT2G41300
AT2G41330
AT2G41480
AT2G41600
AT2G41610
AT2G41700
AT2G41720
AT2G41740
AT2G41760
AT2G41770
AT2G41820
AT2G42280
AT2G42440
AT2G42740
AT2G42760
AT2G42770
AT2G42810
AT2G42890
AT2G43100
AT2G43260
AT2G43400
AT2G43420
AT2G43770
AT2G43840
AT2G43910
AT2G43920
AT2G44020
AT2G44040
AT2G44300
AT2G44430
AT2G44660
AT2G44690
AT2G44820
AT2G45030
AT2G45070
AT2G45260
AT2G45280
AT2G45320
AT2G45420
AT2G45490
AT2G45530
AT2G45540
AT2G45700
AT2G45730
AT2G45890
AT2G46090
AT2G46225
AT2G46280
AT2G46290
AT2G46300
AT2G46470
AT2G46620
AT2G46630
AT2G46650
AT2G46710
AT2G46760
AT2G47180
AT2G47350
AT2G47390
AT2G47500
AT2G47560
AT2G47620
AT2G47640
AT2G47670
AT2G47700
AT2G47710
AT2G47790
AT2G47840
AT2G47890
AT2G47980
AT2G47990
AT2G48010
AT2G48090
AT3G01070
AT3G01160
AT3G01210
AT3G01260
AT3G01410
AT3G01490
AT3G01610
AT3G01650
AT3G01670
AT3G01680
AT3G01790
AT3G01810
AT3G01860
AT3G02070
AT3G02170
AT3G02320
AT3G02400
AT3G02530
AT3G02650
AT3G02760
AT3G02850
AT3G02920
AT3G02950
AT3G03060
AT3G03120
AT3G03130
AT3G03150
AT3G03170
AT3G03200
AT3G03210
AT3G03470
AT3G03550
AT3G03610
AT3G03690
AT3G03770
AT3G03920
AT3G03960
AT3G03980
AT3G04220
AT3G04340
AT3G04770
AT3G05020
AT3G05030
AT3G05060
AT3G05140
AT3G05270
AT3G05470
AT3G05560
AT3G05620
AT3G05630
AT3G05760
AT3G06020
AT3G06030
AT3G06035
AT3G06080
AT3G06130
AT3G06310
AT3G06330
AT3G06720
AT3G06740
AT3G06770
AT3G06790
AT3G06940
AT3G07020
AT3G07030
AT3G07060
AT3G07110
AT3G07140
AT3G07170
AT3G07180
AT3G07190
AT3G07200
AT3G07420
AT3G07540
AT3G07630
AT3G07910
AT3G07940
AT3G08040
AT3G08490
AT3G08500
AT3G08510
AT3G08570
AT3G08890
AT3G09090
AT3G09300
AT3G09310
AT3G09320
AT3G09560
AT3G09760
AT3G09880
AT3G09890
AT3G09980
AT3G10040
AT3G10050
AT3G10080
AT3G10110
AT3G10180
AT3G10230
AT3G10410
AT3G10480
AT3G10490
AT3G10530
AT3G10550
AT3G10610
AT3G10630
AT3G10740
AT3G10760
AT3G10810
AT3G10910
AT3G10960
AT3G11250
AT3G11270
AT3G11400
AT3G11490
AT3G11710
AT3G11750
AT3G11760
AT3G11840
AT3G11930
AT3G12090
AT3G12110
AT3G12180
AT3G12210
AT3G12270
AT3G12370
AT3G12380
AT3G12390
AT3G12530
AT3G12610
AT3G12650
AT3G12710
AT3G12730
AT3G12750
AT3G12860
AT3G12955
AT3G13450
AT3G13570
AT3G13580
AT3G13860
AT3G13965
AT3G14000
AT3G14080
AT3G14280
AT3G14360
AT3G14390
AT3G14660
AT3G14720
AT3G14740
AT3G14780
AT3G14920
AT3G15220
AT3G15250
AT3G15300
AT3G15353
AT3G15410
AT3G15450
AT3G15630
AT3G15650
AT3G15680
AT3G15770
AT3G16030
AT3G16090
AT3G16100
AT3G16200
AT3G16280
AT3G16310
AT3G16360
AT3G16370
AT3G16470
AT3G16490
AT3G16500
AT3G16560
AT3G16570
AT3G16620
AT3G16780
AT3G16800
AT3G16870
AT3G16920
AT3G17110
AT3G17160
AT3G17380
AT3G17430
AT3G17465
AT3G17600
AT3G17710
AT3G17730
AT3G17790
AT3G17800
AT3G18030
AT3G18080
AT3G18110
AT3G18130
AT3G18190
AT3G18240
AT3G18295
AT3G18520
AT3G18524
AT3G18660
AT3G18790
AT3G18930
AT3G18940
AT3G19120
AT3G19290
AT3G19300
AT3G19340
AT3G19360
AT3G19460
AT3G19510
AT3G19520
AT3G19540
AT3G19570
AT3G19590
AT3G19630
AT3G19710
AT3G19740
AT3G19990
AT3G20000
AT3G20015
AT3G20050
AT3G20240
AT3G20290
AT3G20430
AT3G20450
AT3G20480
AT3G20490
AT3G20570
AT3G20710
AT3G20740
AT3G20780
AT3G20790
AT3G20820
AT3G20860
AT3G20870
AT3G20960
AT3G21160
AT3G21280
AT3G21420
AT3G21550
AT3G21600
AT3G21740
AT3G21890
AT3G22070
AT3G22220
AT3G22400
AT3G22480
AT3G22520
AT3G22550
AT3G22590
AT3G22630
AT3G22660
AT3G22670
AT3G22780
AT3G22790
AT3G22810
AT3G22845
AT3G22980
AT3G23070
AT3G23080
AT3G23200
AT3G23240
AT3G23250
AT3G23330
AT3G23430
AT3G23550
AT3G23590
AT3G23605
AT3G23620
AT3G23700
AT3G23740
AT3G23870
AT3G23880
AT3G23890
AT3G23940
AT3G23980
AT3G24080
AT3G24110
AT3G24310
AT3G24440
AT3G24490
AT3G24550
AT3G24770
AT3G24830
AT3G25040
AT3G25100
AT3G25190
AT3G25220
AT3G25400
AT3G25470
AT3G25480
AT3G25570
AT3G25710
AT3G25900
AT3G26100
AT3G26330
AT3G26350
AT3G26360
AT3G26370
AT3G26380
AT3G26400
AT3G26420
AT3G26450
AT3G26580
AT3G26650
AT3G26670
AT3G26770
AT3G26830
AT3G26840
AT3G26920
AT3G27050
AT3G27070
AT3G27200
AT3G27280
AT3G27310
AT3G27320
AT3G27330
AT3G27350
AT3G27650
AT3G27670
AT3G27740
AT3G27870
AT3G27930
AT3G27960
AT3G28420
AT3G28580
AT3G28600
AT3G28700
AT3G28720
AT3G28920
AT3G29310
AT3G29360
AT3G29370
AT3G29375
AT3G29630
AT3G29635
AT3G29670
AT3G30720
AT3G32930
AT3G42800
AT3G42950
AT3G43190
AT3G43270
AT3G43430
AT3G43590
AT3G43610
AT3G43700
AT3G44160
AT3G44200
AT3G44260
AT3G44590
AT3G44730
AT3G44890
AT3G45040
AT3G45160
AT3G45300
AT3G45610
AT3G45680
AT3G45700
AT3G45710
AT3G45870
AT3G45960
AT3G46100
AT3G46110
AT3G46130
AT3G46180
AT3G46930
AT3G47060
AT3G47370
AT3G47390
AT3G47400
AT3G47420
AT3G47500
AT3G47510
AT3G47540
AT3G47560
AT3G47620
AT3G47650
AT3G47890
AT3G47930
AT3G48040
AT3G48120
AT3G48150
AT3G48420
AT3G48740
AT3G48750
AT3G48880
AT3G48940
AT3G48970
AT3G49010
AT3G49060
AT3G49080
AT3G49160
AT3G49220
AT3G49240
AT3G49360
AT3G49380
AT3G49470
AT3G49640
AT3G49660
AT3G49690
AT3G49710
AT3G49750
AT3G49860
AT3G49880
AT3G49890
AT3G50220
AT3G50340
AT3G50410
AT3G50500
AT3G50620
AT3G50650
AT3G50685
AT3G50920
AT3G51010
AT3G51090
AT3G51320
AT3G51630
AT3G51670
AT3G51680
AT3G51800
AT3G51820
AT3G51870
AT3G52370
AT3G52490
AT3G52580
AT3G52820
AT3G52900
AT3G53030
AT3G53100
AT3G53350
AT3G53380
AT3G53530
AT3G53540
AT3G53580
AT3G53620
AT3G53880
AT3G53890
AT3G53900
AT3G53920
AT3G53950
AT3G53980
AT3G54080
AT3G54120
AT3G54180
AT3G54270
AT3G54540
AT3G54560
AT3G54610
AT3G54630
AT3G54670
AT3G54720
AT3G54750
AT3G55010
AT3G55040
AT3G55170
AT3G55380
AT3G55400
AT3G55605
AT3G56050
AT3G56100
AT3G56120
AT3G56230
AT3G56270
AT3G56510
AT3G56580
AT3G56590
AT3G56620
AT3G56730
AT3G56740
AT3G56810
AT3G56850
AT3G56860
AT3G56990
AT3G57070
AT3G57150
AT3G57220
AT3G57230
AT3G57290
AT3G57420
AT3G57490
AT3G57560
AT3G57830
AT3G58100
AT3G58140
AT3G58180
AT3G58470
AT3G58510
AT3G58540
AT3G58560
AT3G58600
AT3G58650
AT3G58660
AT3G58700
AT3G58780
AT3G58840
AT3G58990
AT3G59370
AT3G59390
AT3G59410
AT3G59490
AT3G59650
AT3G59670
AT3G59690
AT3G59800
AT3G59820
AT3G59890
AT3G59900
AT3G59980
AT3G60020
AT3G60040
AT3G60050
AT3G60080
AT3G60360
AT3G60490
AT3G60520
AT3G60590
AT3G60600
AT3G60630
AT3G60740
AT3G60770
AT3G60830
AT3G60840
AT3G60880
AT3G60980
AT3G61080
AT3G61100
AT3G61160
AT3G61220
AT3G61490
AT3G61620
AT3G61650
AT3G61670
AT3G61690
AT3G61820
AT3G61990
AT3G62020
AT3G62040
AT3G62060
AT3G62150
AT3G62160
AT3G62310
AT3G62600
AT3G62690
AT3G62730
AT3G62860
AT3G62930
AT3G62950
AT3G63000
AT3G63050
AT3G63110
AT3G63120
AT3G63130
AT3G63210
AT3G63390
AT3G63410
AT3G63440
AT4G00150
AT4G00220
AT4G00230
AT4G00310
AT4G00330
AT4G00350
AT4G00440
AT4G00620
AT4G00630
AT4G00850
AT4G00880
AT4G00910
AT4G01026
AT4G01210
AT4G01310
AT4G01430
AT4G01440
AT4G01450
AT4G01560
AT4G01897
AT4G01960
AT4G02010
AT4G02020
AT4G02060
AT4G02075
AT4G02170
AT4G02350
AT4G02630
AT4G02750
AT4G02810
AT4G02930
AT4G03190
AT4G03230
AT4G03260
AT4G03280
AT4G03320
AT4G03340
AT4G03500
AT4G04210
AT4G04320
AT4G04460
AT4G04620
AT4G04870
AT4G05060
AT4G05190
AT4G05400
AT4G05410
AT4G05420
AT4G05450
AT4G05460
AT4G07400
AT4G07950
AT4G08150
AT4G08160
AT4G08220
AT4G08290
AT4G08300
AT4G08350
AT4G08460
AT4G08590
AT4G08950
AT4G09140
AT4G09800
AT4G09810
AT4G09990
AT4G10120
AT4G10340
AT4G10360
AT4G10390
AT4G10480
AT4G10620
AT4G10710
AT4G10750
AT4G10760
AT4G10810
AT4G11120
AT4G11140
AT4G11160
AT4G11370
AT4G11420
AT4G11670
AT4G11820
AT4G11960
AT4G12060
AT4G12080
AT4G12250
AT4G12310
AT4G12390
AT4G12580
AT4G12620
AT4G12640
AT4G12910
AT4G12980
AT4G13120
AT4G13170
AT4G13260
AT4G13310
AT4G13345
AT4G13710
AT4G13720
AT4G13770
AT4G13780
AT4G13980
AT4G14020
AT4G14200
AT4G14490
AT4G14700
AT4G14900
AT4G14940
AT4G15090
AT4G15093
AT4G15330
AT4G15340
AT4G15430
AT4G15640
AT4G15660
AT4G15680
AT4G15770
AT4G15880
AT4G15890
AT4G16120
AT4G16370
AT4G16400
AT4G16480
AT4G16500
AT4G16563
AT4G16650
AT4G16980
AT4G17030
AT4G17190
AT4G17220
AT4G17370
AT4G17460
AT4G17483
AT4G17510
AT4G17520
AT4G17610
AT4G17670
AT4G17730
AT4G17760
AT4G17790
AT4G17870
AT4G17890
AT4G17910
AT4G17960
AT4G18050
AT4G18230
AT4G18240
AT4G18340
AT4G18425
AT4G18510
AT4G18530
AT4G18550
AT4G18640
AT4G18780
AT4G18820
AT4G18880
AT4G18910
AT4G19040
AT4G19110
AT4G19130
AT4G19390
AT4G19420
AT4G19450
AT4G19540
AT4G19640
AT4G19840
AT4G20070
AT4G20210
AT4G20230
AT4G20260
AT4G20270
AT4G20350
AT4G20430
AT4G20440
AT4G20880
AT4G20980
AT4G21060
AT4G21110
AT4G21140
AT4G21310
AT4G21390
AT4G21420
AT4G21460
AT4G21620
AT4G21680
AT4G21980
AT4G22120
AT4G22160
AT4G22212
AT4G22610
AT4G22670
AT4G22790
AT4G22850
AT4G22890
AT4G22920
AT4G22980
AT4G23040
AT4G23400
AT4G23410
AT4G23440
AT4G23620
AT4G23820
AT4G23840
AT4G23900
AT4G23910
AT4G23950
AT4G23980
AT4G24190
AT4G24210
AT4G24240
AT4G24390
AT4G24470
AT4G24530
AT4G24560
AT4G24670
AT4G24780
AT4G25010
AT4G25080
AT4G25170
AT4G25320
AT4G25434
AT4G25490
AT4G25550
AT4G25630
AT4G25700
AT4G25740
AT4G25760
AT4G26180
AT4G26190
AT4G26200
AT4G26220
AT4G26300
AT4G26310
AT4G26490
AT4G26555
AT4G26670
AT4G26720
AT4G26870
AT4G26900
AT4G26940
AT4G27060
AT4G27080
AT4G27230
AT4G27430
AT4G27435
AT4G27460
AT4G27657
AT4G27660
AT4G27730
AT4G27750
AT4G27820
AT4G27990
AT4G28140
AT4G28190
AT4G28200
AT4G28250
AT4G28330
AT4G28370
AT4G28450
AT4G28500
AT4G28510
AT4G28550
AT4G28640
AT4G28950
AT4G29080
AT4G29670
AT4G29735
AT4G29830
AT4G29840
AT4G29870
AT4G29890
AT4G29950
AT4G30450
AT4G30460
AT4G30500
AT4G30630
AT4G30660
AT4G30670
AT4G30700
AT4G30800
AT4G30820
AT4G30860
AT4G30890
AT4G30930
AT4G30935
AT4G31040
AT4G31120
AT4G31140
AT4G31180
AT4G31200
AT4G31240
AT4G31330
AT4G31360
AT4G31500
AT4G31730
AT4G31780
AT4G31810
AT4G31820
AT4G31880
AT4G31890
AT4G31910
AT4G31930
AT4G32010
AT4G32120
AT4G32270
AT4G32280
AT4G32350
